time,cpu
20:20:03,27.62%
20:20:05,37.74%
20:20:06,44.22%
20:20:07,45.47%
20:20:08,53.36%
20:20:10,40.36%
20:20:11,37.29%
20:20:12,37.13%
20:20:14,24.75%
20:20:15,33.26%
20:20:16,37.88%
20:20:17,18.94%
20:20:18,36.08%
20:20:20,34.73%
20:20:21,23.3%
20:20:22,47.6%
20:20:23,55.21%
20:20:25,36.27%
20:20:26,53.49%
20:20:28,40.26%
20:20:29,26.37%
20:20:30,37.17%
20:20:31,30.33%
20:20:33,29.4%
20:20:34,39.51%
20:20:35,24.23%
20:20:37,32.32%
20:20:38,36.43%
20:20:39,32.33%
20:20:40,48.75%
20:20:42,55.73%
20:20:43,37.54%
20:20:44,45.98%
20:20:46,41.95%
20:20:47,23.36%
20:20:48,36.98%
20:20:49,34.78%
20:20:51,22.31%
20:20:52,40.16%
20:20:53,33.39%
20:20:54,23.9%
20:20:56,38.94%
20:20:57,47.85%
20:20:58,36.0%
20:20:59,57.26%
20:21:01,44.53%
20:21:02,36.28%
20:21:03,40.41%
20:21:04,29.62%
20:21:05,26.42%
20:21:07,39.03%
20:21:08,27.3%
20:21:09,29.32%
20:21:10,38.49%
20:21:12,28.6%
20:21:13,28.65%
20:21:14,56.84%
20:21:16,42.94%
20:21:17,44.9%
20:21:18,51.77%
20:21:19,31.47%
20:21:21,27.75%
20:21:22,36.91%
20:21:23,26.92%
20:21:24,31.62%
20:21:26,37.96%
20:21:27,26.85%
20:21:28,27.97%
20:21:29,39.16%
20:21:31,33.72%
20:21:32,49.2%
20:21:33,57.28%
20:21:35,38.06%
20:21:36,45.11%
20:21:37,40.44%
20:21:38,18.72%
20:21:40,36.51%
20:21:41,34.63%
20:21:42,22.8%
20:21:44,37.68%
20:21:45,35.23%
20:21:46,23.14%
20:21:47,38.01%
20:21:49,52.85%
20:21:50,34.77%
20:21:51,50.48%
20:21:53,50.69%
20:21:54,26.43%
20:21:55,38.17%
20:21:56,35.28%
20:21:58,24.05%
20:21:59,38.02%
20:22:00,33.78%
20:22:01,19.79%
20:22:03,37.16%
20:22:04,33.07%
20:22:05,32.69%
20:22:07,56.1%
20:22:08,52.91%
20:22:09,36.58%
20:22:10,48.0%
20:22:12,38.79%
20:22:13,23.67%
20:22:14,38.52%
20:22:15,35.35%
20:22:17,22.58%
20:22:18,39.51%
20:22:19,34.38%
20:22:20,19.19%
20:22:22,40.03%
20:22:23,53.43%
20:22:24,34.57%
20:22:25,54.56%
20:22:27,50.81%
20:22:28,26.35%
20:22:29,39.19%
20:22:31,32.94%
20:22:32,25.19%
20:22:33,37.5%
20:22:34,31.69%
20:22:36,24.34%
20:22:37,39.3%
20:22:38,33.0%
20:22:39,30.12%
20:22:41,48.14%
20:22:42,56.36%
20:22:43,39.09%
20:22:45,44.06%
20:22:46,42.1%
20:22:47,26.75%
20:22:48,31.88%
20:22:50,39.08%
20:22:51,22.37%
20:22:52,31.65%
20:22:53,39.22%
20:22:55,26.5%
20:22:56,31.8%
20:22:57,55.29%
20:22:59,44.9%
20:23:00,46.72%
20:23:01,53.21%
20:23:02,34.35%
20:23:04,27.0%
20:23:05,44.37%
20:23:06,30.98%
20:23:07,27.36%
20:23:09,37.04%
20:23:10,31.46%
20:23:11,24.08%
20:23:13,40.07%
20:23:14,44.72%
20:23:15,36.08%
20:23:16,54.49%
20:23:18,47.92%
20:23:19,34.57%
20:23:20,42.94%
20:23:21,32.47%
20:23:23,19.5%
20:23:24,36.09%
20:23:25,36.06%
20:23:26,21.2%
20:23:28,38.31%
20:23:29,32.05%
20:23:30,22.58%
20:23:32,57.11%
20:23:33,54.19%
20:23:34,40.87%
20:23:36,39.23%
20:23:37,44.76%
20:23:38,31.04%
20:23:39,24.69%
20:23:41,39.13%
20:23:42,32.86%
20:23:43,25.98%
20:23:44,38.52%
20:23:46,35.05%
20:23:47,24.43%
20:23:48,50.19%
20:23:50,53.86%
20:23:51,39.84%
20:23:52,50.2%
20:23:53,48.04%
20:23:55,22.33%
20:23:56,31.78%
20:23:57,39.34%
20:23:58,26.54%
20:24:00,31.02%
20:24:01,33.88%
20:24:02,26.37%
20:24:04,31.42%
20:24:05,38.46%
20:24:06,47.64%
20:24:07,41.89%
20:24:09,52.16%
20:24:10,46.63%
20:24:11,25.83%
20:24:12,37.98%
20:24:14,34.29%
20:24:15,22.99%
20:24:16,38.92%
20:24:18,35.49%
20:24:19,22.12%
20:24:20,38.31%
20:24:21,37.69%
20:24:23,35.31%
20:24:24,47.16%
20:24:25,56.76%
20:24:26,39.87%
20:24:28,39.28%
20:24:29,41.32%
20:24:30,28.54%
20:24:31,27.8%
20:24:33,38.36%
20:24:34,31.16%
20:24:35,26.9%
20:24:36,40.08%
20:24:38,35.38%
20:24:39,21.28%
20:24:40,58.25%
20:24:42,54.37%
20:24:43,36.3%
20:24:44,46.99%
20:24:45,43.31%
20:24:47,25.1%
20:24:48,31.09%
20:24:49,36.62%
20:24:50,29.14%
20:24:52,31.5%
20:24:53,38.55%
20:24:54,29.01%
20:24:56,29.76%
20:24:57,48.66%
20:24:58,51.39%
20:24:59,39.06%
20:25:01,55.64%
20:25:02,47.81%
20:25:03,17.89%
20:25:05,36.8%
20:25:06,36.07%
20:25:07,20.23%
20:25:08,38.35%
20:25:10,37.73%
20:25:11,26.16%
20:25:12,33.13%
20:25:14,35.71%
20:25:15,41.65%
20:25:16,45.18%
20:25:17,55.13%
20:25:19,55.35%
20:25:20,22.73%
20:25:21,35.25%
20:25:22,38.69%
20:25:24,33.53%
20:25:25,19.92%
20:25:26,38.75%
20:25:27,39.63%
20:25:29,28.05%
20:25:30,30.0%
20:25:31,49.69%
20:25:33,58.16%
20:25:34,42.97%
20:25:35,46.47%
20:25:36,49.1%
20:25:38,42.05%
20:25:39,17.51%
20:25:40,38.11%
20:25:41,38.47%
20:25:43,29.98%
20:25:44,26.83%
20:25:45,39.48%
20:25:47,39.83%
20:25:48,19.64%
20:25:49,54.21%
20:25:51,57.08%
20:25:52,57.78%
20:25:53,35.82%
20:25:54,40.11%
20:25:56,36.5%
20:25:57,36.11%
20:25:58,17.15%
20:26:00,40.19%
20:26:01,39.45%
20:26:02,30.81%
20:26:03,24.89%
20:26:05,41.59%
20:26:06,37.36%
20:26:07,51.15%
20:26:08,47.41%
20:26:10,56.45%
20:26:11,53.94%
20:26:12,21.41%
20:26:14,39.87%
20:26:15,40.23%
20:26:16,29.42%
20:26:17,23.06%
20:26:19,39.75%
20:26:20,40.86%
20:26:21,23.38%
20:26:23,33.2%
20:26:24,57.31%
20:26:25,56.5%
20:26:26,33.96%
20:26:28,52.57%
20:26:29,50.31%
20:26:30,35.31%
20:26:31,15.67%
20:26:33,39.16%
20:26:34,40.24%
20:26:35,35.29%
20:26:36,19.36%
20:26:38,41.21%
20:26:39,39.87%
20:26:40,29.01%
20:26:41,47.33%
20:26:43,58.61%
20:26:44,55.66%
20:26:45,42.4%
20:26:46,33.26%
20:26:48,40.71%
20:26:49,37.79%
20:26:50,15.65%
20:26:52,35.24%
20:26:53,40.36%
20:26:54,38.63%
20:26:55,20.04%
20:26:57,33.33%
20:26:58,38.59%
20:26:59,46.79%
20:27:01,40.9%
20:27:02,47.12%
20:27:03,47.33%
20:27:05,42.82%
20:27:06,38.7%
20:27:07,20.07%
20:27:09,33.2%
20:27:10,40.71%
20:27:11,36.63%
20:27:12,20.68%
20:27:14,40.69%
20:27:15,40.99%
20:27:16,56.03%
20:27:18,33.26%
20:27:19,53.3%
20:27:20,55.31%
20:27:21,38.12%
20:27:23,16.08%
20:27:24,40.23%
20:27:25,39.18%
20:27:26,32.99%
20:27:28,20.27%
20:27:29,40.31%
20:27:30,38.35%
20:27:32,25.35%
20:27:33,42.46%
20:27:34,53.79%
20:27:35,54.83%
20:27:37,46.0%
20:27:38,34.73%
20:27:39,42.63%
20:27:40,41.01%
20:27:42,29.91%
20:27:43,26.86%
20:27:44,40.98%
20:27:46,39.49%
20:27:47,22.86%
20:27:48,28.92%
20:27:49,40.15%
20:27:51,52.68%
20:27:52,41.51%
20:27:53,41.68%
20:27:54,56.01%
20:27:56,48.44%
20:27:57,26.93%
20:27:58,21.83%
20:27:59,42.68%
20:28:01,39.79%
20:28:02,27.21%
20:28:03,25.45%
20:28:05,41.17%
20:28:06,40.2%
20:28:07,22.18%
20:28:08,50.09%
20:28:10,57.14%
20:28:11,57.02%
20:28:12,43.47%
20:28:13,32.45%
20:28:15,38.11%
20:28:16,39.75%
20:28:17,22.98%
20:28:18,28.48%
20:28:20,38.85%
20:28:21,40.4%
20:28:22,18.89%
20:28:24,34.75%
20:28:25,49.52%
20:28:26,56.7%
20:28:27,33.53%
20:28:29,51.59%
20:28:30,48.81%
20:28:31,39.84%
20:28:33,17.82%
20:28:34,39.55%
20:28:35,40.63%
20:28:36,34.84%
20:28:38,23.68%
20:28:39,39.35%
20:28:40,37.62%
20:28:41,24.08%
20:28:43,25.1%
20:28:44,48.49%
20:28:45,53.98%
20:28:47,55.06%
20:28:48,31.55%
20:28:49,36.12%
20:28:50,39.67%
20:28:52,40.54%
20:28:53,22.5%
20:28:54,36.54%
20:28:56,35.02%
20:28:57,40.84%
20:28:58,21.51%
20:29:00,38.76%
20:29:01,55.55%
20:29:02,58.13%
20:29:03,39.49%
20:29:05,47.74%
20:29:06,46.2%
20:29:07,38.33%
20:29:08,20.33%
20:29:10,32.38%
20:29:11,39.29%
20:29:12,40.84%
20:29:13,20.69%
20:29:15,36.7%
20:29:16,41.27%
20:29:17,46.18%
20:29:19,41.54%
20:29:20,54.2%
20:29:21,54.96%
20:29:22,48.78%
20:29:24,21.73%
20:29:25,40.5%
20:29:26,40.61%
20:29:28,31.04%
20:29:29,21.97%
20:29:30,39.41%
20:29:31,39.27%
20:29:33,30.86%
20:29:34,24.14%
20:29:35,50.92%
20:29:36,59.08%
20:29:38,51.36%
20:29:39,35.08%
20:29:40,44.84%
20:29:42,40.28%
20:29:43,37.93%
20:29:44,17.33%
20:29:45,37.39%
20:29:47,41.09%
20:29:48,40.08%
20:29:49,17.1%
20:29:50,33.47%
20:29:52,36.36%
20:29:53,51.15%
20:29:54,48.73%
20:29:55,43.39%
20:29:57,55.2%
20:29:58,47.72%
20:29:59,29.62%
20:30:00,24.94%
20:30:02,40.17%
20:30:03,40.57%
20:30:04,27.73%
20:30:05,26.54%
20:30:07,40.35%
20:30:08,38.41%
20:30:09,24.09%
20:30:11,48.37%
20:30:12,55.23%
20:30:13,58.14%
20:30:14,48.68%
20:30:16,25.6%
20:30:17,39.54%
20:30:18,39.17%
20:30:19,37.34%
20:30:21,13.14%
20:30:22,35.67%
20:30:23,40.63%
20:30:24,39.74%
20:30:26,19.31%
20:30:27,37.19%
20:30:28,64.76%
20:30:30,56.46%
20:30:31,39.91%
20:30:32,46.32%
20:30:33,44.6%
20:30:35,38.21%
20:30:36,23.4%
20:30:37,33.12%
20:30:38,40.96%
20:30:40,42.13%
20:30:41,26.88%
20:30:42,31.27%
20:30:43,40.21%
20:30:45,48.83%
20:30:46,48.26%
20:30:47,42.71%
20:30:49,58.71%
20:30:50,50.0%
20:30:51,33.19%
20:30:52,21.63%
20:30:54,40.12%
20:30:55,40.32%
20:30:56,34.1%
20:30:57,22.42%
20:30:59,42.76%
20:31:00,40.52%
20:31:01,38.78%
20:31:02,28.21%
20:31:04,52.78%
20:31:05,52.39%
20:31:06,56.74%
20:31:07,40.0%
20:31:09,34.33%
20:31:10,40.12%
20:31:11,40.07%
20:31:12,29.71%
20:31:14,27.16%
20:31:15,40.2%
20:31:16,40.31%
20:31:18,26.21%
20:31:19,27.91%
20:31:20,59.88%
20:31:21,56.74%
20:31:23,48.76%
20:31:24,37.87%
20:31:25,47.16%
20:31:26,41.63%
20:31:28,36.43%
20:31:29,17.24%
20:31:30,39.63%
20:31:31,40.16%
20:31:33,37.9%
20:31:34,15.77%
20:31:35,36.43%
20:31:37,39.36%
20:31:38,64.32%
20:31:39,40.48%
20:31:40,50.71%
20:31:42,55.85%
20:31:43,46.4%
20:31:44,19.25%
20:31:45,32.29%
20:31:47,39.92%
20:31:48,39.84%
20:31:49,28.19%
20:31:50,28.0%
20:31:52,40.2%
20:31:53,38.33%
20:31:54,40.27%
20:31:56,42.15%
20:31:57,54.6%
20:31:58,57.14%
20:31:59,43.09%
20:32:01,26.63%
20:32:02,40.28%
20:32:03,38.84%
20:32:04,33.13%
20:32:06,19.26%
20:32:07,40.68%
20:32:08,38.31%
20:32:10,38.6%
20:32:11,19.8%
20:32:12,54.65%
20:32:13,57.97%
20:32:15,57.26%
20:32:16,40.2%
20:32:17,31.65%
20:32:18,46.07%
20:32:20,39.83%
20:32:21,28.23%
20:32:22,27.29%
20:32:24,41.2%
20:32:25,37.07%
20:32:26,31.13%
20:32:27,28.72%
20:32:29,46.95%
20:32:30,60.54%
20:32:31,50.59%
20:32:33,42.5%
20:32:34,49.02%
20:32:35,46.27%
20:32:37,36.9%
20:32:38,18.66%
20:32:39,40.61%
20:32:40,41.1%
20:32:41,41.07%
20:32:43,23.29%
20:32:44,34.43%
20:32:45,40.99%
20:32:47,55.07%
20:32:48,37.28%
20:32:49,50.29%
20:32:51,54.72%
20:32:52,48.77%
20:32:53,26.4%
20:32:54,31.42%
20:32:56,38.5%
20:32:57,40.12%
20:32:58,31.38%
20:32:59,26.11%
20:33:01,40.33%
20:33:02,42.04%
20:33:03,28.85%
20:33:05,45.18%
20:33:06,54.67%
20:33:07,55.71%
20:33:08,54.96%
20:33:10,26.64%
20:33:11,38.03%
20:33:12,42.65%
20:33:13,40.77%
20:33:15,27.85%
20:33:16,32.44%
20:33:17,40.37%
20:33:19,42.02%
20:33:20,31.78%
20:33:21,24.9%
20:33:22,60.95%
20:33:24,54.66%
20:33:25,56.73%
20:33:26,35.18%
20:33:27,38.18%
20:33:29,38.96%
20:33:30,38.47%
20:33:31,29.06%
20:33:33,25.7%
20:33:34,41.07%
20:33:35,39.8%
20:33:36,32.55%
20:33:38,22.8%
20:33:39,45.87%
20:33:40,62.17%
20:33:42,55.78%
20:33:43,35.94%
20:33:44,43.71%
20:33:45,45.15%
20:33:47,37.7%
20:33:48,19.71%
20:33:49,28.07%
20:33:50,39.76%
20:33:52,40.43%
20:33:53,27.42%
20:33:54,29.13%
20:33:55,41.31%
20:33:57,54.73%
20:33:58,48.97%
20:33:59,39.0%
20:34:01,46.45%
20:34:02,46.24%
20:34:03,43.76%
20:34:04,28.88%
20:34:06,26.32%
20:34:07,39.92%
20:34:08,41.33%
20:34:09,36.38%
20:34:11,19.11%
20:34:12,39.31%
20:34:13,45.38%
20:34:15,60.7%
20:34:16,42.5%
20:34:17,41.08%
20:34:19,55.68%
20:34:20,44.6%
20:34:21,29.41%
20:34:22,24.9%
20:34:24,39.73%
20:34:25,40.51%
20:34:26,38.06%
20:34:28,19.84%
20:34:29,39.92%
20:34:30,40.76%
20:34:32,60.83%
20:34:33,36.67%
20:34:34,51.03%
20:34:35,52.53%
20:34:37,48.91%
20:34:38,27.54%
20:34:39,25.8%
20:34:41,39.25%
20:34:42,40.64%
20:34:43,36.62%
20:34:44,19.1%
20:34:46,40.07%
20:34:47,41.42%
20:34:48,39.77%
20:34:49,47.53%
20:34:51,36.2%
20:34:52,56.63%
20:34:53,53.53%
20:34:54,42.94%
20:34:56,18.32%
20:34:57,36.25%
20:34:58,40.65%
20:35:00,38.08%
20:35:01,28.77%
20:35:02,31.36%
20:35:03,40.81%
20:35:05,41.27%
20:35:06,55.23%
20:35:07,35.58%
20:35:09,57.08%
20:35:10,57.23%
20:35:11,47.99%
20:35:12,17.29%
20:35:14,35.14%
20:35:15,40.23%
20:35:16,39.71%
20:35:18,26.05%
20:35:19,29.6%
20:35:20,39.52%
20:35:21,40.63%
20:35:23,30.05%
20:35:24,37.37%
20:35:25,55.57%
20:35:26,55.8%
20:35:28,58.24%
20:35:29,36.51%
20:35:30,29.67%
20:35:32,43.12%
20:35:33,40.84%
20:35:34,30.54%
20:35:35,24.7%
20:35:37,42.94%
20:35:38,40.85%
20:35:39,40.43%
20:35:40,20.04%
20:35:42,54.08%
20:35:43,53.64%
20:35:44,57.08%
20:35:46,51.34%
20:35:47,27.43%
20:35:48,39.75%
20:35:49,43.09%
20:35:51,39.54%
20:35:52,21.97%
20:35:53,34.23%
20:35:54,40.58%
20:35:56,41.59%
20:35:57,30.84%
20:35:58,29.6%
20:35:59,54.94%
20:36:01,51.63%
20:36:02,59.06%
20:36:03,40.21%
20:36:04,33.88%
20:36:06,40.96%
20:36:07,40.81%
20:36:08,31.72%
20:36:10,23.2%
20:36:11,38.4%
20:36:12,40.5%
20:36:14,37.02%
20:36:15,17.98%
20:36:16,61.55%
20:36:17,57.7%
20:36:19,57.34%
20:36:20,46.35%
20:36:21,27.02%
20:36:22,39.95%
20:36:24,41.73%
20:36:25,39.67%
20:36:26,24.64%
20:36:27,31.27%
20:36:29,41.54%
20:36:30,39.74%
20:36:31,32.16%
20:36:32,27.82%
20:36:34,59.83%
20:36:35,57.76%
20:36:36,53.8%
20:36:37,42.41%
20:36:39,29.23%
20:36:40,39.84%
20:36:41,38.67%
20:36:43,37.76%
20:36:44,20.12%
20:36:45,36.04%
20:36:46,43.95%
20:36:48,40.65%
20:36:49,25.04%
20:36:50,46.46%
20:36:52,52.45%
20:36:53,55.13%
20:36:54,57.58%
20:36:55,26.14%
20:36:57,36.82%
20:36:58,40.94%
20:36:59,41.13%
20:37:00,29.2%
20:37:02,27.32%
20:37:03,40.81%
20:37:04,41.31%
20:37:05,39.43%
20:37:07,26.7%
20:37:08,53.76%
20:37:09,57.02%
20:37:10,56.69%
20:37:12,46.22%
20:37:13,28.07%
20:37:14,40.27%
20:37:16,40.31%
20:37:17,41.75%
20:37:18,22.71%
20:37:19,35.65%
20:37:21,39.87%
20:37:22,40.32%
20:37:23,27.14%
20:37:25,40.65%
20:37:26,57.14%
20:37:27,53.92%
20:37:28,55.02%
20:37:29,35.86%
20:37:31,33.82%
20:37:32,40.37%
20:37:33,39.16%
20:37:34,36.13%
20:37:36,20.76%
20:37:37,41.33%
20:37:38,40.44%
20:37:40,41.59%
20:37:41,25.4%
20:37:42,41.54%
20:37:43,52.63%
20:37:45,57.99%
20:37:46,53.26%
20:37:47,34.13%
20:37:48,27.5%
20:37:50,40.57%
20:37:51,40.7%
20:37:52,37.93%
20:37:53,16.28%
20:37:55,39.46%
20:37:56,41.96%
20:37:57,40.07%
20:37:59,38.44%
20:38:00,48.36%
20:38:01,57.61%
20:38:02,56.65%
20:38:04,50.4%
20:38:05,22.75%
20:38:06,40.71%
20:38:07,39.0%
20:38:09,40.35%
20:38:10,26.18%
20:38:11,28.1%
20:38:13,39.47%
20:38:14,39.71%
20:38:15,41.4%
20:38:16,41.93%
20:38:18,50.39%
20:38:19,58.93%
20:38:20,52.76%
20:38:21,43.67%
20:38:23,19.68%
20:38:24,40.16%
20:38:25,40.31%
20:38:26,41.05%
20:38:28,27.91%
20:38:29,31.48%
20:38:30,36.44%
20:38:32,44.08%
20:38:33,41.39%
20:38:34,41.03%
20:38:35,54.75%
20:38:37,57.23%
20:38:38,53.65%
20:38:39,39.25%
20:38:40,18.5%
20:38:42,40.75%
20:38:43,40.91%
20:38:44,41.75%
20:38:45,28.68%
20:38:47,27.18%
20:38:48,43.16%
20:38:49,39.91%
20:38:51,45.95%
20:38:52,44.55%
20:38:53,50.29%
20:38:54,56.68%
20:38:56,54.45%
20:38:57,34.4%
20:38:58,21.66%
20:38:59,39.79%
20:39:01,39.71%
20:39:02,41.24%
20:39:03,24.53%
20:39:04,31.54%
20:39:06,38.65%
20:39:07,40.81%
20:39:08,54.69%
20:39:09,33.91%
20:39:11,54.11%
20:39:12,59.05%
20:39:13,48.2%
20:39:15,31.42%
20:39:16,24.44%
20:39:17,41.15%
20:39:18,40.89%
20:39:20,41.37%
20:39:21,25.0%
20:39:22,33.81%
20:39:23,42.48%
20:39:25,40.54%
20:39:26,55.66%
20:39:27,32.59%
20:39:28,54.8%
20:39:30,56.36%
20:39:31,48.86%
20:39:32,31.84%
20:39:34,24.6%
20:39:35,39.24%
20:39:36,40.28%
20:39:37,40.51%
20:39:39,26.6%
20:39:40,24.26%
20:39:42,49.5%
20:39:43,49.46%
20:39:44,53.05%
20:39:45,34.47%
20:39:47,56.97%
20:39:48,47.28%
20:39:49,46.29%
20:39:50,29.0%
20:39:52,21.15%
20:39:53,41.8%
20:39:54,40.9%
20:39:56,42.08%
20:39:57,22.63%
20:39:58,31.46%
20:39:59,39.64%
20:40:01,53.45%
20:40:02,60.27%
20:40:03,39.2%
20:40:05,53.3%
20:40:06,45.8%
20:40:07,30.42%
20:40:08,25.94%
20:40:10,27.0%
20:40:11,25.83%
20:40:12,25.25%
20:40:13,25.79%
20:40:15,27.12%
20:40:16,25.75%
20:40:17,25.35%
20:40:18,26.15%
20:40:20,26.4%
20:40:21,24.76%
20:40:22,27.04%
20:40:24,26.41%
20:40:25,26.38%
20:40:26,25.88%
20:40:27,26.14%
20:40:29,26.05%
20:40:30,26.1%
20:40:31,25.78%
20:40:32,25.55%
20:40:34,26.65%
20:40:35,25.49%
20:40:36,25.38%
20:40:38,25.91%
20:40:39,25.7%
20:40:40,25.29%
20:40:41,25.83%
20:40:43,24.45%
20:40:44,25.19%
20:40:45,25.14%
20:40:47,25.78%
20:40:48,25.34%
20:40:49,25.34%
20:40:50,24.75%
20:40:52,25.85%
20:40:53,25.3%
20:40:54,25.69%
20:40:55,25.93%
20:40:57,23.56%
