time,dalick,native,graphics,total
20:23:33,189853,110864,180412,632784,
20:23:37,183129,133876,266696,735557,
20:23:41,190709,111404,180832,634587,
20:23:45,190685,111352,180832,634503,
20:23:49,190733,111188,180852,634367,
20:23:53,182173,134508,265244,733883,
20:23:57,195057,112192,180336,639451,
20:24:01,191825,112164,180156,635895,
20:24:05,191753,111996,180448,635859,
20:24:09,194673,135004,266624,748075,
20:24:13,199637,112304,181860,645153,
20:24:17,193413,112260,182392,639245,
20:24:21,193401,112220,182392,639193,
20:24:25,197241,135752,269180,753702,
20:24:29,185237,135500,266812,739209,
20:24:33,194433,113416,182212,641470,
20:24:37,194481,113392,182212,641522,
20:24:41,194425,113344,182212,641406,
20:24:46,186585,136272,269028,743338,
20:24:50,196169,113876,183168,644422,
20:24:53,195409,113840,183168,643602,
20:24:58,195377,113820,183168,643498,
20:25:02,188885,136976,268632,745236,
20:25:06,200357,114060,184328,649416,
20:25:10,196605,114028,184316,645388,
20:25:14,196629,114016,184316,645396,
20:25:19,200217,137392,270700,759142,
20:25:23,204385,114816,184520,654226,
20:25:28,198217,114724,184692,647926,
20:25:33,198289,114704,184692,647954,
20:25:37,190689,138028,271444,750215,
20:25:42,198953,115568,186020,650353,
20:25:47,198897,115516,186028,650235,
20:25:52,199909,130168,217928,698125,
20:25:57,191925,138588,194160,674148,
20:26:01,200993,116368,186344,652590,
20:26:06,201001,116296,186344,652542,
20:26:11,204313,139584,274384,767586,
20:26:15,208561,117204,186960,661408,
20:26:20,202281,117184,187192,654934,
20:26:25,202361,117116,187324,655088,
20:26:30,194829,140308,273028,756806,
20:26:35,203757,117792,187224,656418,
20:26:39,202813,117744,187224,655368,
20:26:44,204889,139364,204440,696658,
20:26:49,197069,118460,192704,656320,
20:26:54,199533,118756,190612,656707,
20:27:01,199465,118700,190612,656563,
20:27:06,205045,144742,268960,765616,
20:27:11,209965,119794,188248,664406,
20:27:16,205569,119750,188248,659966,
20:27:21,210161,144338,274300,772550,
20:27:26,212309,120086,189132,664544,
20:27:31,206441,120046,188996,658322,
20:27:36,206457,120014,188996,658330,
20:27:41,199025,144450,274720,761866,
20:27:46,207513,120870,189360,660716,
20:27:51,207517,120846,189360,660684,
20:27:56,210709,145514,274532,774634,
20:28:01,209245,121258,189228,663098,
20:28:06,208433,121218,189320,662246,
20:28:11,209805,143094,238768,735284,
20:28:16,202849,122142,165284,633608,
20:28:21,212065,122054,189004,666288,
20:28:26,210349,121994,189136,664658,
20:28:31,212645,147102,277024,780612,
20:28:36,216133,123314,188980,671656,
20:28:41,211401,123230,188868,666914,
20:28:47,211297,123479,189004,666883,
20:28:52,208337,124911,185356,660767,
20:28:57,212817,124023,188872,668067,
20:29:02,212809,123991,188900,668071,
20:29:07,205545,148475,270892,767561,
20:29:12,214045,124695,190684,671387,
20:29:17,213325,124627,190684,670611,
20:29:22,218745,149555,246424,757491,
20:29:27,222761,125363,190868,681355,
20:29:32,215065,125283,191012,673483,
20:29:37,215145,125267,191296,673835,
20:29:43,208737,150167,277012,778197,
20:29:48,216093,125951,191500,675243,
20:29:53,216069,125923,191500,675187,
20:29:58,219129,150471,277440,789257,
20:30:03,216941,126351,191568,676765,
20:30:08,216961,126311,191636,676731,
20:30:14,218509,147719,268252,776759,
20:30:19,215233,127459,188176,672488,
20:30:24,218749,127347,192784,680268,
20:30:30,218737,127327,192812,680244,
20:30:35,211633,151963,277448,782413,
20:30:40,220205,128271,193552,682869,
20:30:45,219341,128215,193844,682183,
20:30:50,224321,152907,282552,800480,
20:30:56,221429,129007,194940,685683,
20:31:01,220581,128995,195052,684803,
20:31:06,221717,144859,256612,764001,
20:31:12,216333,129691,190644,677096,
20:31:17,222785,129659,194784,687532,
20:31:22,222757,129603,194784,687436,
20:31:27,215193,154455,281796,791938,
20:31:32,223545,130259,195476,689519,
20:31:38,223517,130207,195476,689419,
20:31:43,226313,155231,281488,803745,
20:31:48,225549,131307,195996,693101,
20:31:53,224529,131255,195884,691849,
20:31:59,228361,156299,288544,813419,
20:32:04,233993,132391,195820,701987,
20:32:09,226197,132327,196460,694569,
20:32:15,226285,132299,196768,694953,
20:32:20,220005,155779,206832,722507,
20:32:25,227021,132591,197752,697013,
20:32:31,226945,132563,197780,696925,
20:32:36,219225,157163,283040,799129,
20:32:41,227945,133339,199280,700023,
20:32:47,228013,133283,199280,700059,
20:32:52,231245,157979,284680,813795,
20:32:57,234941,134019,200200,708621,
20:33:03,229317,133923,200088,702673,
20:33:08,233045,158851,291780,824431,
20:33:14,233389,137619,195136,706183,
20:33:19,231117,134463,199324,704831,
20:33:25,231181,134407,199324,704855,
20:33:30,224217,137571,221140,722901,
20:33:36,232517,135395,200632,707935,
20:33:41,232621,135319,200632,707967,
20:33:47,224968,160024,286508,811759,
20:33:52,233432,136295,200672,709895,
20:33:58,233472,136243,200804,710009,
20:34:04,226835,160863,302272,823129,
20:34:09,234923,137175,200940,705533,
20:34:15,234123,137107,200940,704665,
20:34:20,237431,161639,287852,819293,
20:34:26,235215,137803,201464,706757,
20:34:32,235187,137755,201464,706705,
20:34:37,238479,162511,287760,821779,
20:34:43,239183,137927,201720,711305,
20:34:49,236419,137867,201492,708209,
20:34:55,241371,162699,288656,825537,
20:35:00,238731,138303,202380,711817,
20:35:06,237663,138263,202460,710785,
20:35:11,242995,163315,259000,798139,
20:35:17,237251,139007,202728,713148,
20:35:22,234411,138895,202624,709736,
20:35:28,235455,154547,266316,790900,
20:35:33,248511,140191,202488,725160,
20:35:39,240807,140131,203324,717826,
20:35:45,241639,154155,201860,731774,
20:35:51,245083,142167,202644,723750,
20:35:56,242087,141019,203188,719990,
20:36:02,242983,147231,203188,727322,
20:36:08,250959,141863,203384,730208,
20:36:13,243303,141719,204124,723072,
20:36:19,243315,142207,204124,723800,
20:36:25,237663,142647,199880,714224,
20:36:31,244635,142551,204360,725726,
20:36:37,245451,149959,204512,734294,
20:36:42,253231,144331,203996,735778,
20:36:48,245895,143119,204976,728248,
20:36:54,246979,164551,238984,785086,
20:37:00,254775,143651,204044,737338,
20:37:05,247027,143591,204768,730082,
20:37:11,247887,164535,203424,750756,
20:37:17,255863,144463,205156,739788,
20:37:22,248159,144359,205952,732564,
20:37:28,249147,164391,220256,768190,
20:37:34,256975,144771,206744,743098,
20:37:40,249227,144695,207584,735826,
20:37:46,250451,167283,224468,776940,
20:37:52,257479,145259,207508,745038,
20:37:58,249647,145179,207788,737084,
20:38:03,254703,169987,296284,855900,
20:38:09,258643,146031,207276,747008,
20:38:15,250895,145983,207712,739340,
20:38:21,255975,170803,295388,857466,
20:38:27,258943,146407,208308,748732,
20:38:33,251763,146255,208640,741344,
20:38:39,255707,171399,296072,858582,
20:38:45,260667,147039,208660,751398,
20:38:50,253115,146891,208832,743538,
20:38:56,258207,172023,293996,859570,
20:39:02,260347,147847,209752,752604,
20:39:08,254443,147711,209640,746340,
20:39:14,256851,172163,297256,861208,
20:39:20,258815,148203,209900,751082,
20:39:26,254859,148143,209964,746966,
20:39:32,257403,172147,297396,861802,
20:39:38,262187,148619,209540,754550,
20:39:44,256059,148539,209428,748506,
20:39:50,257999,172415,296232,860928,
20:39:56,257387,148667,210092,750166,
20:40:02,256695,148607,210092,749394,
