time,cpu
16:48:28,3.33%
16:48:29,14.33%
16:48:30,6.04%
16:48:32,9.5%
16:48:33,14.42%
16:48:34,0.39%
16:48:36,17.39%
16:48:37,5.89%
16:48:38,9.35%
16:48:39,14.83%
16:48:41,0.39%
16:48:42,14.86%
16:48:43,8.12%
16:48:45,7.0%
16:48:46,14.52%
16:48:47,2.33%
16:48:48,13.37%
16:48:50,10.55%
16:48:51,7.18%
16:48:52,15.55%
16:48:54,3.35%
16:48:55,11.56%
16:48:56,12.75%
16:48:58,1.73%
16:48:59,15.07%
16:49:00,6.86%
16:49:01,17.38%
16:49:03,20.86%
16:49:04,2.64%
16:49:05,15.36%
16:49:07,25.96%
16:49:08,19.74%
16:49:09,49.17%
16:49:11,49.52%
16:49:12,41.62%
16:49:13,29.26%
16:49:15,35.33%
16:49:16,45.66%
16:49:17,49.33%
16:49:19,39.51%
16:49:20,54.29%
16:49:22,49.91%
16:49:23,45.52%
16:49:24,39.84%
16:49:26,23.64%
16:49:27,20.59%
16:49:28,27.11%
